Case ID,Plan Cat. Primary,Plan Category Public,Plan Cat. Second,Building Work Description,Typo Work Description,Total Area,Building Work Value,Number of Units,Year,Area 2
70283118,Other Approvals,Private,Other,Other,Telecomunication base station,10,21000,1,2016,ELSIES RIVER INDUSTRIA
70296889,Other Approvals,Private,Walls,Other,Wall,0,21000,1,2016,GOODWOOD
70300290,Other Approvals,Private,Other,Other,Cellmast,0,21000,1,2016,BELLVILLE CBD
70326626,Other Approvals,Private,Walls,Other,Fence,0,21000,1,2016,GOODWOOD
70326626,Other Approvals,Private,Walls,Other,Fence,0,21000,1,2016,GOODWOOD
70326626,Other Approvals,Private,Walls,Other,Fence,0,21000,1,2016,GOODWOOD
70327302,Other Approvals,Private,Walls,Walls,,0,21000,1,2016,BELLVILLE
70351063,Other Approvals,Private,Walls,Other,Wall,0,21000,1,2017,PAROW
70355003,Other Approvals,Private,Walls,Other,Wall,0,21000,1,2017,PAROW
70370760,Other Approvals,Private,Walls,Walls,,0,21000,1,2017,BELLVILLE
70384348,Other Approvals,Private,Cell Mast,Other,Cell Mast,10,21000,1,2018,PAROW
70384348,Other Approvals,Private,Cell Mast,Other,Cell Mast,10,21000,1,2018,PAROW
70384348,Other Approvals,Private,Cell Mast,Other,Cell Mast,10,21000,1,2018,PAROW
70394026,Other Approvals,Private,Walls,Walls,,0,21000,1,2018,PAROW
70396151,Other Approvals,Private,Walls,Walls,,0,21000,1,2018,PAROW
70408521,Other Approvals,Private,Walls,Walls,,0,21000,1,2018,PAROW
70423699,Other Approvals,Private,Walls,Walls,,0,21000,1,2018,PAROW
70424658,Other Approvals,Private,Cell Mast,Other,Rooftop Cellmast - Cell C,10,21000,1,2018,PAROW
70440848,Other Approvals,Private,Walls,Walls,,0,21000,1,2019,GOODWOOD
70456684,Other Approvals,Private,Walls,Walls,,0,21000,1,2019,PAROW
70457757,Other Approvals,Private,Walls,Walls,,0,21000,0,2019,BELLVILLE
70471681,Other Approvals,Private,Walls,Walls,,0,21000,1,2019,PAROW
70481718,Other Approvals,Private,Walls,Walls,,0,21000,1,2019,GOODWOOD
70508067,Other Approvals,Private,Walls,Walls,,0,21000,1,2020,PAROW
70508853,Other Approvals,Private,Walls,Other,Boundary Wall to Dwelling,0,21000,1,2020,BELLVILLE
70526932,Other Approvals,Private,Walls,Walls,,0,21000,1,2020,PAROW
70177872,Additions and Alterations,Private,Internal Alterations,Other,"Internal Alteration, Wall",0,20900,1,2014,GOODWOOD
70324986,Other Approvals,Private,Walls,Walls,,0,20900,1,2016,TYGER NORTHERN SUBURBS
70040664,Additions and Alterations,Private,Dwelling Houses,Braai Room,,18,20880,1,2013,BELLVILLE
70229526,Other Approvals,,,,,19,20843,1,2012,TYGER NORTHERN SUBURBS
70152199,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20800,1,2014,BELLVILLE
70279465,Other Approvals,Private,Walls,Other,Wall,0,20800,1,2016,TYGER NORTHERN SUBURBS
70064790,Other Approvals,Private,Walls,Other,Fence,0,20770,1,2011,BELLVILLE
70280450,Other Approvals,Private,Patios,Patio,,16,20770,1,2016,TYGER NORTHERN SUBURBS
70233328,Other Approvals,,,,,0,20720,1,2012,GOODWOOD
70051578,Other Approvals,Private,Walls,Other,Wall,0,20680,1,2013,PAROW
70068527,Other Approvals,Private,Carports,Carport,,24,20640,1,2005,BELLVILLE
70206518,Other Approvals,Private,Carports,,Carport,24,20640,1,2010,TYGER NORTHERN SUBURBS
70054881,Other Approvals,Private,Walls,Other,Wall,0,20580,1,2013,PAROW
70217980,Other Approvals,Private,Walls,,Wall,0,20580,1,2009,PAROW EAST
70241721,Additions and Alterations,Private,Town House/Flats/Other Residen,Dwelling Extension,,3,20580,1,2015,TYGER NORTHERN SUBURBS
70066958,Other Approvals,Private,Walls,Other,Wall,0,20400,1,2009,BELLVILLE
70176983,Other Approvals,Private,Walls,Other,Wall,0,20400,1,2014,PAROW
70520513,Other Approvals,Private,Walls,Walls,,0,20400,1,2021,BELLVILLE
70113817,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,5,20200,1,2009,TYGER NORTHERN SUBURBS
70117461,Additions and Alterations,Private,Dwelling Houses,Other,Balcony Enclosure,5,20200,1,2008,PAROW
70117502,Additions and Alterations,Private,Dwelling Houses,Other,Balcony Enclosure,5,20200,1,2008,PAROW
70124040,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,5,20200,1,2008,GOODWOOD
70154535,Other Approvals,Private,Walls,Other,Wall,0,20160,1,2014,PAROW
70164302,Other Approvals,Private,Walls,Other,B\Wall,0,20160,1,2014,TYGER NORTHERN SUBURBS
70472087,Other Approvals,Private,Other,Other,"Pergola, Internal Alterations, Braai",19,20110,1,2019,PAROW
70259174,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,15,20100,1,2015,TYGER NORTHERN SUBURBS
70349701,Other Approvals,Private,Patios,Patio,,15,20100,1,2017,TYGER NORTHERN SUBURBS
70493558,Other Approvals,Private,Carports,Carport,,15,20100,1,2020,TYGER NORTHERN SUBURBS
70506311,Other Approvals,Private,Carports,Carport,,15,20100,1,2020,PAROW
70215821,Other Approvals,Private,Walls,,Wall,0,20020,1,2009,BELLVILLE
70223588,Other Approvals,Private,Walls,,Wall,0,20020,1,2011,GOODWOOD
70225291,Other Approvals,Private,Walls,,Wall,0,20010,1,2011,GOODWOOD
70003552,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2014,TYGERVALLEY
70006446,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2009,PAROW EAST
70006481,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2009,PAROW EAST
70006760,Additions and Alterations,Private,Internal Alterations,Other,Conversion of Garage to Maids  R,0,20000,1,2011,PAROW
70007185,Additions and Alterations,Private,Internal Alterations,Other,Office Alteration,0,20000,1,2008,BELLVILLE CBD
70007452,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2011,TYGERVALLEY
70018757,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2012,TYGERVALLEY
70024829,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2013,TYGERVALLEY
70035828,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2012,PAROW EAST
70040168,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2006,PAROW EAST
70046638,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2014,TYGER NORTHERN SUBURBS
70054658,Other Approvals,Private,LP Gas,LP Gas,LP Gas,0,20000,1,2009,BEACONVALE INDUSTRIA
70056767,Other Approvals,Private,Town House/Flats/Other Residen,Other,Wash-bay,0,20000,1,2013,PAROW
70058718,Other Approvals,Private,Other,Other,Emergency Staircase,0,20000,1,2012,BELLVILLE
70062033,Other Approvals,Private,Pergolas,Other,"""Re-roofing, Wall""",0,20000,1,2011,PAROW
70062033,Other Approvals,Private,Pergolas,Other,"""Re-roofing, Wall""",0,20000,1,2011,PAROW
70062033,Other Approvals,Private,Pergolas,Other,"""Re-roofing, Wall""",0,20000,1,2011,PAROW
70063859,Other Approvals,Private,Walls,Other,Wall,0,20000,1,2010,PAROW
70063859,Other Approvals,Private,Walls,Other,Wall,0,20000,1,2010,PAROW
70063859,Other Approvals,Private,Walls,Other,Wall,0,20000,1,2010,PAROW
70082783,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2010,TYGER NORTHERN SUBURBS
70083598,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2010,GOODWOOD
70091282,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2011,TYGERVALLEY
70092559,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2011,TYGERVALLEY
70092966,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,0,20000,1,2011,TYGER NORTHERN SUBURBS
70094356,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2011,TYGER NORTHERN SUBURBS
70096911,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2011,TYGERVALLEY
70097555,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2011,TYGER NORTHERN SUBURBS
70101800,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2013,PAROW EAST
70102436,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2013,TYGER NORTHERN SUBURBS
70115754,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2009,PAROW EAST
70117280,Additions and Alterations,Private,Internal Alterations,Other,Internal Renovations,0,20000,1,2008,TYGER NORTHERN SUBURBS
70165541,Additions and Alterations,Private,Internal Alterations,Other,Internal alterations to tygervalley,0,20000,1,2014,TYGERVALLEY
70167292,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,10,20000,1,2004,BELLVILLE
70176306,Other Approvals,Private,Other,Other,Fuel Installation,0,20000,1,2006,ELSIES RIVER INDUSTRIA
70193546,Other Approvals,Private,Walls,,Facade,0,20000,1,2009,BELLVILLE
70202121,Other Approvals,,,,,0,20000,1,2009,TYGER NORTHERN SUBURBS
70203801,Additions and Alterations,Private,Internal Alterations,,Internal Alterations,0,20000,1,2009,GOODWOOD
70209527,Additions and Alterations,Private,Internal Alterations,,Internal Alterations,0,20000,1,2010,BELLVILLE
70210293,Other Approvals,Private,Other,,Cellmast,0,20000,1,2010,TYGER NORTHERN SUBURBS
70221321,Other Approvals,Private,Walls,,Fence,0,20000,1,2010,PAROW
70222655,Other Approvals,Private,Other,,Cell Mast,0,20000,1,2011,TYGER NORTHERN SUBURBS
70223730,Other Approvals,Private,Other,,Tent,0,20000,1,2011,TYGER NORTHERN SUBURBS
70224276,Other Approvals,,,,,0,20000,1,2002,BELLVILLE
70224497,Other Approvals,Private,LP Gas,,LP Gas,0,20000,1,2011,TYGERVALLEY
70226658,Other Approvals,Private,Other,,cell mast roof,0,20000,1,2011,TYGER NORTHERN SUBURBS
70226913,Other Approvals,Private,Other,,Cell mast,0,20000,1,2011,TYGER NORTHERN SUBURBS
70231280,Other Approvals,Private,LP Gas,,LP Gas,0,20000,1,2012,TYGERVALLEY
70231447,Other Approvals,Private,LP Gas,,LP Gas,0,20000,1,2012,TYGERVALLEY
70232709,Other Approvals,Private,Walls,,Other ( Walls & Pallisade Fence,0,20000,1,2002,BELLVILLE
70275141,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,20000,1,2015,TYGER NORTHERN SUBURBS
70322305,Other Approvals,Private,Other,Other,Diesel Tank Installation,0,20000,1,2017,STIKLAND INDUSTRIA
70327854,Other Approvals,Private,Other,Other,Rider Plan,0,20000,1,2016,TYGER NORTHERN SUBURBS
70369695,Other Approvals,Private,Other,Other,As-built,0,20000,1,2017,PAROW
70369695,Other Approvals,Private,Other,Other,As-built,0,20000,1,2017,PAROW
70369695,Other Approvals,Private,Other,Other,As-built,0,20000,1,2017,PAROW
70371902,Other Approvals,Private,Other,Other,Changing windows,0,20000,1,2017,BELLVILLE
70373300,Other Approvals,Private,LP Gas,LP Gas,,0,20000,1,2017,TYGERVALLEY
70450778,Other Approvals,Private,LP Gas,LP Gas,,0,20000,1,2019,BEACONVALE INDUSTRIA
70509768,Other Approvals,Private,Walls,Walls,,0,20000,1,2020,TYGER NORTHERN SUBURBS
70517350,Other Approvals,Private,Other,Other,Fire Plan for New Laboratory,0,20000,1,2020,STIKLAND INDUSTRIA
70226529,Other Approvals,Private,Carports,,Carport,19,19950,1,2011,PAROW
70230144,Other Approvals,Private,Walls,,Wall,0,19941,1,2012,GOODWOOD
70306296,Other Approvals,Private,Other,Other,Balcony,20,19890,1,2016,TYGER NORTHERN SUBURBS
70051537,Other Approvals,Private,Patios,Other,Patio,13,19870,1,2014,TYGER NORTHERN SUBURBS
70051083,Other Approvals,Private,Walls,Other,Wall,0,19840,1,2013,GOODWOOD
70052221,Other Approvals,Private,Walls,Other,Wall,0,19840,1,2014,PAROW
70178988,Other Approvals,Private,Walls,Other,Wall,0,19800,1,2014,PAROW
70210536,Additions and Alterations,Private,Dwelling Houses,,Carport,56,19800,1,2002,BELLVILLE
70302386,Other Approvals,Private,Other,Other,Pergola,20,19800,1,2016,TYGER NORTHERN SUBURBS
70164790,Other Approvals,Private,Patios,Other,Patio,16,19750,1,2014,TYGER NORTHERN SUBURBS
70063469,Other Approvals,Private,Walls,Other,Wall,0,19720,1,2012,BELLVILLE
70075970,Other Approvals,Private,Carports,Other,Carport ext,17,19720,1,2014,TYGER NORTHERN SUBURBS
70291994,Other Approvals,Private,Walls,Other,Boundary Walls,0,19600,1,2016,GOODWOOD
70484803,Other Approvals,Private,Walls,Walls,,0,19600,1,2020,PAROW
70062702,Other Approvals,Private,Walls,Other,Wall,0,19500,1,2006,BELLVILLE
70160389,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,19500,1,2014,TYGERVALLEY
70175413,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations: Shop C Stinos,0,19500,1,2014,BELLVILLE CBD
70179975,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,19500,1,2014,PAROW EAST
70241760,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,19500,1,2015,TYGERVALLEY
70288767,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,19500,1,2016,BELLVILLE
70322419,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Shop G6,0,19500,1,2016,TYGERVALLEY
70331878,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,19500,1,2017,PAROW
70350133,Other Approvals,Private,Other,Other,"Stoep Enclosure, Verandah",0,19500,1,2017,BELLVILLE
70350482,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to car dealership: Barloworld,0,19500,1,2017,BELLVILLE
70353871,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Pub,0,19500,1,2017,PAROW
70367402,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to shop LL102,0,19500,1,2017,TYGERVALLEY
70379041,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Shop,0,19500,1,2017,TYGERVALLEY
70383436,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,19500,1,2018,BELLVILLE
70388579,Other Approvals,Private,Other,Other,Rider plan (Changing windows),0,19500,1,2018,BELLVILLE
70414999,Additions and Alterations,Private,Internal Alterations,Other,Internal Alteration Shop Fitout Mimso LL106,0,19500,1,2019,TYGERVALLEY
70428870,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,19500,1,2018,BELLVILLE
70433924,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,19500,1,2018,BELLVILLE
70446171,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Dwelling,0,19500,1,2019,BELLVILLE
70458598,Additions and Alterations,Private,Internal Alterations,Other,Internal Alts_Shop,0,19500,1,2019,TYGERVALLEY
70469402,Additions and Alterations,Private,Internal Alterations,Other,Internal Alts_Shop,0,19500,1,2019,TYGERVALLEY
70473667,Additions and Alterations,Private,Internal Alterations,Other,Fire Protection Plan,0,19500,1,2019,BELLVILLE
70476622,Additions and Alterations,Private,Internal Alterations,Other,Internal Alts_Shop UL 563,0,19500,1,2019,TYGERVALLEY
70483466,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to shop,0,19500,1,2019,TYGERVALLEY
70485454,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,19500,1,2019,PAROW EAST
70492896,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Dwelling,0,19500,1,2020,PAROW
70492896,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Dwelling,0,19500,1,2020,PAROW
70492896,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Dwelling,0,19500,1,2020,PAROW
70494274,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Dwelling,0,19500,1,2020,PAROW
70504077,Additions and Alterations,Private,Internal Alterations,Other,Internal alterations to dwelling,0,19500,1,2020,TYGER NORTHERN SUBURBS
70506712,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Office,0,19500,1,2020,BELLVILLE
70517423,Additions and Alterations,Private,Internal Alterations,Other,Conversion of Garage to Smoking Room: Robot Bottle Store,0,19500,0,2020,ELSIES RIVER INDUSTRIA
70055468,Other Approvals,Private,Walls,Other,Wall,0,19360,1,2013,PAROW
70460188,Other Approvals,Private,Walls,Walls,,0,19250,1,2019,PAROW
70124030,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,5,19200,1,2008,TYGER NORTHERN SUBURBS
70161860,Additions and Alterations,Private,Dwelling Houses,Garage,,12,19200,1,2004,BELLVILLE
70162432,Other Approvals,Private,Walls,Other,Palisade fence,0,19200,1,2014,TYGER NORTHERN SUBURBS
70165003,Other Approvals,Private,Walls,Other,Wall,0,19200,1,2014,TYGER NORTHERN SUBURBS
70176737,Other Approvals,Private,Walls,Other,Wall,0,19200,1,2014,TYGER NORTHERN SUBURBS
70181379,Other Approvals,Private,Walls,Other,Boundary Wall,0,19200,1,2014,TYGER NORTHERN SUBURBS
70247266,Other Approvals,Private,Walls,Other,Wall,0,19200,1,2015,TYGER NORTHERN SUBURBS
70252856,Other Approvals,Private,Walls,Other,Wall,0,19200,1,2015,TYGER NORTHERN SUBURBS
70302638,Other Approvals,Private,Walls,Walls,,0,19200,1,2016,TYGER NORTHERN SUBURBS
70313412,Other Approvals,Private,Walls,Other,Wall,0,19200,1,2016,TYGER NORTHERN SUBURBS
70246358,Other Approvals,Private,Other,Other,Gate,5,19150,1,2015,TYGER NORTHERN SUBURBS
70214070,Other Approvals,Private,Walls,,Wall,0,19110,1,2009,TYGER NORTHERN SUBURBS
70168280,Other Approvals,Private,Walls,Other,Palisade Fence,0,19074,1,2012,BELLVILLE
70051760,Other Approvals,Private,Patios,Other,Patio,16,19040,1,2013,BELLVILLE
70063564,Other Approvals,Private,Walls,Other,Wall,0,19040,1,2012,BELLVILLE
70255712,Other Approvals,Private,Swimming Pool,Swimming Pool,,4,19040,1,2015,TYGER NORTHERN SUBURBS
70245245,Additions and Alterations,Private,Internal Alterations,Other,Internal alteratoins and Wall,0,19000,1,2015,TYGER NORTHERN SUBURBS
70204195,Other Approvals,Private,Carports,,"""Carport, Verandah""",22,18920,1,2009,PAROW
70360281,Other Approvals,Private,Walls,Walls,,0,18900,1,2017,PAROW
70476815,Other Approvals,Private,Walls,Walls,,0,18900,1,2019,BELLVILLE
70066367,Other Approvals,Private,Walls,Other,Wall,0,18880,1,2013,BELLVILLE
70368304,Other Approvals,Private,Carports,Carport,,14,18760,1,2017,TYGER NORTHERN SUBURBS
70413975,Other Approvals,Private,Dwelling Houses,Carport,,14,18760,1,2018,PAROW
70415355,Other Approvals,Private,Carports,Carport,,14,18760,1,2018,BELLVILLE
70497704,Other Approvals,Private,Other,Other,GAZEBO,14,18760,1,2020,TYGER NORTHERN SUBURBS
70503241,Other Approvals,Private,Carports,Carport,,14,18760,1,2020,BELLVILLE
70067616,Other Approvals,Private,Walls,Other,Wall,0,18745,1,2012,BELLVILLE
70222908,Other Approvals,Private,Walls,,Wall,0,18720,1,2011,GOODWOOD
70224416,Other Approvals,Private,Walls,,Wall,0,18720,1,2011,TYGER NORTHERN SUBURBS
70261379,Other Approvals,Private,Walls,Walls,,0,18600,1,2015,TYGER NORTHERN SUBURBS
70153345,Other Approvals,Private,Patios,Other,Patio,16,18560,1,2014,TYGER NORTHERN SUBURBS
70281292,Other Approvals,Private,Walls,Other,Boundary wall,0,18400,1,2016,BELLVILLE
70505601,Other Approvals,Private,Verandah,Other,Verandah,18,18360,1,2020,GOODWOOD
70542190,Additions and Alterations,Private,Dwelling Houses,Other,Braai Patio. Internal Alterations to Dwelling,2,18300,0,2021,BELLVILLE
70485479,Additions and Alterations,Private,Internal Alterations,Other,Internal alterations to office block,0,18278,1,2019,TYGER NORTHERN SUBURBS
70460756,Other Approvals,Private,Walls,Walls,,0,18270,1,2019,BELLVILLE
70113586,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,22,18260,1,2009,TYGER NORTHERN SUBURBS
70164854,Other Approvals,Private,Walls,Other,Wall,0,18200,1,2014,PAROW
70377094,Other Approvals,Private,Walls,Walls,,0,18200,1,2017,PAROW
70378508,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,18200,1,2017,BELLVILLE CBD
70474131,Other Approvals,Private,Walls,Walls,,0,18200,1,2019,BELLVILLE
70486083,Other Approvals,Private,Walls,Walls,,0,18200,1,2019,PAROW
70231616,Other Approvals,Private,Walls,,Wall,0,18060,1,2011,TYGER NORTHERN SUBURBS
70121582,Other Approvals,Private,Walls,Other,New Boundary Wall,0,18000,1,2014,TYGER NORTHERN SUBURBS
70163095,Additions and Alterations,Private,Dwelling Houses,Other,Bedroom & Bathroom ext.,12,18000,1,2001,BELLVILLE
70170843,Other Approvals,Private,LP Gas,LP Gas,LP Gas,0,18000,1,2006,TYGERVALLEY
70172232,Other Approvals,Private,Walls,Other,Wall,0,18000,1,2014,TYGER NORTHERN SUBURBS
70206826,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,12,18000,1,2002,TYGER NORTHERN SUBURBS
70210720,Other Approvals,Private,Other,,window,0,18000,1,2010,TYGER NORTHERN SUBURBS
70238425,Other Approvals,Private,Walls,Walls,,0,18000,1,2015,TYGER NORTHERN SUBURBS
70242836,Other Approvals,Private,Walls,Walls,,0,18000,1,2015,TYGER NORTHERN SUBURBS
70414210,Additions and Alterations,Private,Dwelling Houses,Other,"Braai Extension, Internal Alterations",2,17940,1,2018,BELLVILLE
70055860,Other Approvals,Private,Patios,Other,Covered braai area,17,17850,1,2012,PAROW
70060617,Other Approvals,Private,Other,Other,Security Kiosk,4,17800,1,2010,PAROW
70217223,Other Approvals,,,,,0,17700,1,2009,TYGER NORTHERN SUBURBS
70208998,Other Approvals,,,,,0,17640,1,2010,BELLVILLE
70060603,Other Approvals,Private,Walls,Other,Wall,0,17600,1,2011,PAROW
70229994,Other Approvals,Private,Walls,,Wall,0,17600,1,2011,PAROW
70230341,Other Approvals,,,,,0,17600,1,2012,GOODWOOD
70230341,Other Approvals,,,,,0,17600,1,2012,GOODWOOD
70230341,Other Approvals,,,,,0,17600,1,2012,GOODWOOD
70157098,Other Approvals,Private,Stoep,Stoep,,14,17500,1,2014,TYGER NORTHERN SUBURBS
70528046,Additions and Alterations,Private,Non Residential,Office Extension,,2,17500,1,2020,TYGERVALLEY
70230201,Other Approvals,Private,Walls,,Wall,0,17480,1,2011,PAROW
70311007,Other Approvals,Private,Wendy Houses,Wendy House,,13,17420,1,2017,TYGER NORTHERN SUBURBS
70349152,Other Approvals,Private,Patios,Patio,,13,17420,1,2017,PAROW
70389029,Other Approvals,Private,Patios,Patio,,13,17420,1,2018,TYGER NORTHERN SUBURBS
70443843,Other Approvals,Private,Patios,Patio,,13,17420,1,2019,BELLVILLE
70110685,Other Approvals,Private,Patios,Other,Patio,15,17400,1,2014,TYGER NORTHERN SUBURBS
70165582,Other Approvals,Private,Patios,Other,Other (patio),29,17400,1,2005,PAROW
70228830,Other Approvals,Private,Walls,,Wall,0,17390,1,2011,GOODWOOD
70063445,Other Approvals,Private,Carports,Carport,,22,17380,1,2008,BELLVILLE
70066695,Other Approvals,Private,Walls,Other,Wall,0,17290,1,2010,PAROW
70030001,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,4,17280,1,2010,PAROW
70030001,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,4,17280,1,2010,PAROW
70030001,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,4,17280,1,2010,PAROW
70036063,Additions and Alterations,Private,Dwelling Houses,Other,Kitchen Extension,4,17280,1,2009,BELLVILLE
70195527,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,4,17280,1,2009,BELLVILLE
70486821,Other Approvals,Private,Walls,Walls,,0,17250,1,2020,BELLVILLE
70062427,Other Approvals,Private,Walls,Other,Wall,0,17220,1,2012,BELLVILLE
70206392,Other Approvals,Private,Walls,,Wall,0,17220,1,2010,PAROW
70213856,Other Approvals,Private,Carports,,Carport,20,17200,1,2009,PAROW
70215216,Other Approvals,Private,Carports,,Carport,20,17200,1,2010,BELLVILLE
70220937,Other Approvals,Private,Carports,,Carport,20,17200,1,2011,TYGER NORTHERN SUBURBS
70195947,Other Approvals,Private,Other,,Balcony,9,17190,1,2009,PAROW
70274613,Additions and Alterations,Private,Town House/Flats/Other Residen,Other,Balcony Enclosure,3,17160,1,2015,GOODWOOD
70314853,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,3,17160,1,2016,TYGER NORTHERN SUBURBS
70485560,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,3,17160,1,2020,TYGER NORTHERN SUBURBS
70529443,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,3,17160,1,2021,BELLVILLE
70120275,Additions and Alterations,Private,Dwelling Houses,Carport,,48,17100,1,2002,BELLVILLE
70531748,Other Approvals,Private,Walls,Other,Boundary Wall to Dwelling,0,17050,0,2021,PAROW
70000897,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations(Flight Cent,0,17000,1,2012,TYGERVALLEY
70256314,Other Approvals,Private,Other,Other,Rider Plan,4,17000,1,2015,TYGER NORTHERN SUBURBS
70161082,Other Approvals,Private,Walls,Other,Wall,0,16800,1,2014,TYGER NORTHERN SUBURBS
70258439,Other Approvals,Private,Walls,Walls,,0,16800,1,2015,TYGER NORTHERN SUBURBS
70275440,Other Approvals,Private,Walls,Other,Boundary wall,0,16800,1,2016,GOODWOOD
70297649,Other Approvals,Private,Walls,Other,Boundary Wall,0,16800,1,2016,PAROW
70353375,Other Approvals,Private,Walls,Walls,,0,16800,1,2017,GOODWOOD
70486711,Other Approvals,Private,Walls,Walls,,0,16800,1,2019,BELLVILLE
70490928,Other Approvals,Private,Walls,Walls,,0,16800,1,2020,PAROW
70264806,Other Approvals,Private,Walls,Other,"Wall, Braai",6,16705,1,2015,TYGER NORTHERN SUBURBS
70060259,Other Approvals,Private,Patios,Other,Patio,15,16650,1,2012,BELLVILLE
70538461,Additions and Alterations,Private,Non Residential,Other,Internal Alterations_Something Pretty,0,16640,1,2021,TYGERVALLEY
70451365,Other Approvals,Private,Walls,Walls,,0,16560,1,2019,GOODWOOD
70366145,Other Approvals,Private,Walls,Walls,,0,16500,1,2017,GOODWOOD
70059989,Other Approvals,Private,Swimming Pool,Swimming Pool,Swimming pool,5,16400,1,2008,PAROW
70221507,Other Approvals,Private,Walls,,Wall,0,16380,1,2010,PAROW
70233753,Other Approvals,Private,Walls,,Wall,0,16380,1,2012,PAROW
70233753,Other Approvals,Private,Walls,,Wall,0,16380,1,2012,PAROW
70233753,Other Approvals,Private,Walls,,Wall,0,16380,1,2012,PAROW
70232099,Other Approvals,,,,,0,16370,1,2012,PAROW
70227541,Other Approvals,Private,Walls,,Wall,0,16320,1,2011,GOODWOOD
70369648,Other Approvals,Private,Other,Other,Covered Balcony,16,16320,1,2017,PAROW
70241768,Other Approvals,Private,Patios,Other,Louvre Awning,13,16250,1,2015,TYGER NORTHERN SUBURBS
70256361,Other Approvals,Private,Carports,Carport,,13,16250,1,2015,TYGER NORTHERN SUBURBS
70075878,Other Approvals,Private,Patios,Other,Patio cover,14,16240,1,2014,TYGER NORTHERN SUBURBS
70197250,Other Approvals,Private,Walls,,Boundary Wall,0,16210,1,2009,PAROW
70206019,Other Approvals,,,,,0,16210,1,2010,GOODWOOD
70121881,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,46,16200,1,2002,BELLVILLE
